state.lastseen,missing.date,tattoo,scar,color.eyes,color.hair,weight.from,weight.to,height.from,height.to,gender,race,age.from,age.to,id
Texas,1982-04-05,TRUE,TRUE,brown,black,90.7,108.84,182.88,187.96,male,white,42,42,438D
Missouri,1994-04-18,FALSE,FALSE,blue,blonde,68.025,68.025,154.94,154.94,male,white,43,43,439D
Maine,1982-09-13,FALSE,TRUE,blue,brown,83.89750000000001,83.89750000000001,154.94,154.94,male,white,33,33,440D
California,2005-05-18,FALSE,TRUE,hazel,brown,52.1525,64.8505,160.02,162.56,female,white,46,46,441D
Missouri,1985-05-10,FALSE,FALSE,blue,blond,54.42,54.42,172.72,172.72,female,white,26,26,442D
Alabama,2005-05-18,FALSE,FALSE,brown,"black,gray",72.56,72.56,152.4,152.4,female,black,46,46,443D
Virginia,1979-06-05,FALSE,FALSE,brown,brown,50.3385,50.3385,160.02,160.02,female,white,17,17,444D
Louisiana,1999-02-16,TRUE,FALSE,brown,black,48.5245,52.1525,165.1,165.1,female,asian,44,44,445D
Wisconsin,1947-05-01,FALSE,FALSE,brown,brown,29.4775,34.0125,127,127,female,white,8,8,446D
Mississippi,1993-09-28,FALSE,TRUE,brown,brown,40.815,40.815,152.4,152.4,female,white,27,27,447D
Texas,1999-09-09,FALSE,FALSE,brown,brown,49.885000000000005,49.885000000000005,167.64000000000001,167.64000000000001,female,white,13,13,448D
California,1956-08-06,FALSE,FALSE,brown,brown,43.0825,43.0825,144.78,144.78,female,white,12,12,449D
California,1986-02-10,FALSE,FALSE,brown,black,63.49,63.49,182.88,182.88,male,hispanic,20,20,450D
Michigan,1968-08-18,FALSE,FALSE,hazel,black,52.1525,52.1525,154.94,154.94,female,white,29,29,451D
California,2009-07-27,FALSE,FALSE,blue,gray,63.49,63.49,154.94,154.94,male,white,81,81,452D
California,1987-07-16,FALSE,FALSE,blue,brown,72.56,72.56,154.94,154.94,male,white,26,26,453D
California.,1981-11-14,FALSE,FALSE,brown,black,66.211,66.211,175.26,175.26,male,asian,39,39,454D
New Mexico,2015-04-19,FALSE,FALSE,brown,black,72.56,72.56,160.02,160.02,female,hispanic,54,54,455D
Missouri,2003-05-02,FALSE,FALSE,brown,black,72.56,77.095,175.26,175.26,male,black,21,21,456D
Florida,1985-07-02,FALSE,FALSE,brown,brown,81.63,81.63,182.88,187.96,male,white,33,33,457D
Texas,2016-09-01,FALSE,FALSE,brown,brown,72.56,72.56,154.94,154.94,male,hispanic,38,38,458D
Ohio,1964-10-15,FALSE,FALSE,brown,brown,38.5475,38.5475,121.92,121.92,male,white,9,9,459D
California,1985-03-20,FALSE,FALSE,brown,black,77.095,77.095,167.64000000000001,167.64000000000001,male,hispanic,32,32,460D
North Carolina,1985-03-16,FALSE,FALSE,brown,gray,81.63,86.165,172.72,172.72,male,black,55,55,461D
Louisiana,1977-06-09,FALSE,TRUE,blue,brown,58.955,58.955,154.94,154.94,female,white,24,24,462D
Louisiana,2004-07-20,FALSE,FALSE,brown,black,77.095,77.095,160.02,160.02,female,black,37,37,463D
Missouri,2000-11-26,FALSE,FALSE,blue,brown,95.235,104.305,175.26,175.26,male,white,59,59,464D
Tennessee,1995-08-16,FALSE,FALSE,blue,gray,54.42,54.42,154.94,154.94,male,white,39,39,465D
North Carolina,1995-05-08,TRUE,FALSE,brown,brown,70.2925,70.2925,170.18,170.18,male,native,19,19,466D
California,1992-04-30,FALSE,FALSE,brown,black,69.38550000000001,69.38550000000001,175.26,175.26,male,hispanic,38,38,467D
Illinois,1975-02-11,FALSE,FALSE,blue,brown,49.885000000000005,52.1525,160.02,160.02,female,white,23,23,468D
Ohio,2017-04-04,FALSE,FALSE,brown,brown,108.84,108.84,172.72,172.72,male,white,63,63,469D
California,1984-07-22,TRUE,FALSE,blue,blond,72.56,72.56,182.88,182.88,male,white,46,46,470D
Maine,1998-12-12,FALSE,TRUE,blue,blond,68.025,72.56,182.88,182.88,male,white,26,26,471D
Pennsylvania,1998-02-04,FALSE,TRUE,brown,"black,gray",90.7,104.305,154.94,154.94,male,black,39,39,472D
New Mexico,2009-04-15,FALSE,FALSE,brown,black,54.42,70.2925,157.48000000000002,157.48000000000002,female,hispanic,33,33,473D
Florida,1985-07-16,FALSE,FALSE,brown,black,81.63,81.63,167.64000000000001,167.64000000000001,female,black,27,27,474D
Minnesota,1990-04-20,FALSE,FALSE,brown,brown,61.222500000000004,61.222500000000004,154.94,154.94,male,white,17,17,475D
California,1974-12-14,FALSE,FALSE,brown,brown,63.49,68.025,124.46000000000001,157.48000000000002,female,white,40,40,476D
Missouri,1988-12-11,FALSE,FALSE,blue,brown,72.56,72.56,170.18,170.18,male,white,34,34,477D
Washington,1987-08-07,TRUE,TRUE,hazel,brown,72.56,72.56,182.88,182.88,male,white,27,27,478D
Florida,1993-08-16,FALSE,TRUE,gray,"brown,gray",74.8275,74.8275,185.42,185.42,male,white,51,51,479D
Alabama,1988-09-16,FALSE,FALSE,brown,brown,58.955,58.955,172.72,172.72,female,white,32,32,480D
Pennsylvania,1997-11-23,FALSE,FALSE,brown,black,63.49,63.49,167.64000000000001,167.64000000000001,male,white,30,30,481D
California,1997-01-17,FALSE,TRUE,blue,brown,63.49,63.49,154.94,154.94,male,white,15,15,482D
California,1976-06-01,FALSE,FALSE,hazel,brown,58.955,58.955,157.48000000000002,157.48000000000002,female,white,19,19,483D
California,1987-10-07,FALSE,TRUE,brown,brown,61.222500000000004,61.222500000000004,172.72,172.72,male,white,32,32,484D
Wisconsin,2015-10-11,FALSE,FALSE,brown,brown,68.025,68.025,170.18,170.18,female,white,14,14,485D
Nebraska,1992-08-24,TRUE,TRUE,blue,red,63.49,63.49,185.42,185.42,male,white,23,23,486D
Texas,1989-05-13,TRUE,TRUE,brown,black,68.025,68.025,170.18,170.18,male,black,26,26,487D
California,1980-08-02,FALSE,TRUE,green,blond,61.222500000000004,63.49,182.88,182.88,female,white,22,22,488D
Alabama,1999-08-11,FALSE,FALSE,blue,brown,79.3625,79.3625,182.88,182.88,male,white,46,46,489D
Kentucky,1991-08-13,FALSE,FALSE,blue,red,68.025,68.025,154.94,182.88,male,white,33,33,490D
Canada,1995-06-06,FALSE,FALSE,grey,brown,95.235,95.235,50.8,50.8,male,white,35,35,491D
Arkansas,1978-10-01,FALSE,FALSE,brown,brown,13.605,13.605,91.44,91.44,male,white,3,3,492D
Arizona,1996-06-06,FALSE,FALSE,brown,black,68.025,68.025,172.72,172.72,male,hispanic,34,34,493D
Texas,1992-08-07,TRUE,FALSE,brown,brown,77.095,81.63,182.88,182.88,male,white,21,21,494D
California,1986-03-21,FALSE,FALSE,brown,black,68.025,72.56,172.72,172.72,male,white,22,22,495D
North Carolina,1995-10-26,FALSE,FALSE,brown,black,61.222500000000004,61.222500000000004,170.18,170.18,male,black,29,29,496D
California,1983-04-16,FALSE,FALSE,blue,brown,68.025,68.025,154.94,154.94,male,white,38,38,497D
Arkansas,1994-05-09,FALSE,TRUE,brown,"black,brown,white",54.42,54.42,172.72,175.26,female,black,18,18,498D
California,1972-04-25,FALSE,FALSE,brown,black,54.42,54.42,165.1,165.1,female,asian,20,20,499D
Alabama,2014-05-23,TRUE,FALSE,brown,brown,74.8275,92.9675,172.72,172.72,male,white,33,33,500D
